expression,reading,meaning,meaning_indonesia,tags,guid
細い,ほそい,"thin, slender, fine","kurus, langsing, bagus",JLPT JLPT_5 JLPT_N5,zm=f9J*i)W
ボタン,ボタン,button,tombol,JLPT JLPT_5 JLPT_N5,o=Cnvf:%>b
ホテル,ホテル,hotel,hotel,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,n#S=W;:k;`
本,ほん,book,buku,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PgM`&0<&bX
～本,～ほん,counter for long cylindrical things,counter untuk benda silinder panjang,JLPT JLPT_2 JLPT_5 JLPT_N5,Aln2n5Y6m$
本棚,ほんだな,bookshelf,rak buku,JLPT JLPT_5 JLPT_N5,LlS7xyP)^9
本当,ほんとう,"real, true","nyata, benar",JLPT JLPT_3 JLPT_5 JLPT_N5,mp{CGAM3}E
～枚,～まい,counter for flat things,counter untuk hal-hal datar,JLPT JLPT_5 JLPT_N5,eZ7Lx)q}m
毎朝,まいあさ,every morning,setiap pagi,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,FY8YY]~jH+
毎月,まいげつ; まいつき,"every month, monthly","setiap bulan, setiap bulan",JLPT JLPT_5 JLPT_N5,x6m6aNH)Wj
毎週,まいしゅう,every week,setiap minggu,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,Lp7~a9~`1G
毎日,まいにち,every day,setiap hari,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,"b}uYG),?~1"
毎年,まいねん; まいとし,"every year, yearly, annually","setiap tahun, setiap tahun, setiap tahun",JLPT JLPT_5 JLPT_N5,cLTCt({=p{
毎晩,まいばん,every night,setiap malam,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s&rZqJP=be
前,まえ,"before, in front","sebelumnya, di depan",Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,AcNx(A=]3O
～前,～まえ,in front of ~,di depan ~,JLPT JLPT_5 JLPT_N5,Jh#_2I1KK<
曲る,まがる,"to turn, to bend","untuk berbalik, untuk membungkuk",JLPT JLPT_3 JLPT_5 JLPT_N5,fZb*Dqk8+n
まずい,まずい,"terrible (in reference to food), unappetizing, unpleasant (taste)","buruk (mengacu pada makanan), tidak menggugah selera, tidak enak (rasanya)",Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,y=A8n$:VZF
また,また,and; furthermore,Dan;,Genki Genki_Ln.20 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_3 JLPT_5 JLPT_N5,H#sUyG^B<2
まだ,まだ,"yet, still, besides","namun, tetap saja, selain itu",Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,xr/3DB/ghC
町,まち,town; city,kota;,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,xztbV5AMZZ
待つ,まつ,to wait,untuk menunggu,JLPT JLPT_3 JLPT_5 JLPT_N5,N6<)T3m*1$
まっすぐ,まっすぐ,"straight (ahead), direct","lurus (depan), langsung",JLPT JLPT_3 JLPT_5 JLPT_N5,o(%GCd@4cN
マッチ,マッチ,match,cocok,JLPT JLPT_5 JLPT_N5,r{cxPi6M{l
窓,まど,window,jendela,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,dZZ^@1iCkq
丸い; 円い,まるい,"round, circular","bulat, melingkar",JLPT JLPT_3 JLPT_5 JLPT_N5,kXV&n*v-w~
万,まん,ten thousand,sepuluh ribu,JLPT JLPT_5 JLPT_N5,k%8Ts^<^Df
万年筆,まんねんひつ,fountain pen,pulpen,JLPT JLPT_5 JLPT_N5,pjtI#>[G;I
磨く,みがく,to brush (teeth); to polish,untuk menyikat (gigi);,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,f*XbBCL&y-
右,みぎ,right hand side,sisi kanan,JLPT JLPT_5 JLPT_N5,Dx]?1r0B)6
短い,みじかい,short (length),pendek (panjang),Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,CoDv|eMw1>
水,みず,water,air,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Psad>Q=[fe
店,みせ,"store, shop","toko, toko",Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,w{yPQLxrpZ
見せる,みせる,"to show, to display","untuk menunjukkan, untuk menampilkan",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,u/XQDC4A&:
道,みち,"road, street; way, directions","jalan, jalan;",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,g*1iadY2;L
三日,みっか,"three days, third day of the month","tiga hari, hari ketiga setiap bulan",Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"BQ,4DuKr8>"
三つ,みっつ,three things,tiga hal,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,E%f95v%koQ
緑,みどり,green,hijau,JLPT JLPT_5 JLPT_N5,d@$Uu~dQl-
皆さん,みなさん,"all of you, everyone","kalian semua, semuanya",Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xUxg44IBk/
南,みなみ,South,Selatan,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,tmB.Hd2Sk_
耳,みみ,ear,telinga,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2VG#0omOo
見る,みる,"to see, to look","untuk melihat, untuk melihat",JLPT JLPT_3 JLPT_5 JLPT_N5,LJ*9Zy3g--
みんな,みんな,"all, everyone, everybody","semuanya, semuanya, semuanya",Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,NO(9_g@4E)
六日,むいか,six days; sixth day of month,enam hari;,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,cT@R(=%:PY
向こう,むこう,"beyond, over there","di luar sana, di sana",JLPT JLPT_5 JLPT_N5,mQG@k1[%|C
難しい,むずかしい,difficult,sulit,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,cp|.gBg]*Y
六つ,むっつ,six things,enam hal,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,",[k`qyR3)"
村,むら,village,desa,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,INP.Ccu#He
目,め,eye(s),mata),Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,dhfW}%pIM+
メートル,メートル,meter,meter,JLPT JLPT_5 JLPT_N5,BPMIO$2k{i
眼鏡,めがね,eye glasses,kacamata,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,OGc^3PJcd3
もう,もう,already; again; more,sudah;,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,C9[8>(KXKL
木曜日,もくようび,Thursday,Kamis,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,k#-z20ZxXI
もしもし,もしもし,Hello? (used on the phone),Halo?,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,nnhl#WnLYa
持つ,もつ,"to hold, to carry; to possess","untuk memegang, untuk membawa;",JLPT JLPT_5 JLPT_N5,A&O@O/^cS;
もっと,もっと,more,lagi,Genki Genki_Ln.11 JLPT JLPT_3 JLPT_5 JLPT_N5,OqdI=b3^K`
物,もの,thing (concrete object),benda (benda konkrit),Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,"z6=4|ALO,V"
門,もん,gate,gerbang,JLPT JLPT_5 JLPT_N5,H&[yCKRvgq
問題,もんだい,a problem,sebuah masalah,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,Eh6&Bnk+Z%
～屋,～や,~ shop,~ berbelanja,JLPT_N5,ht#2@^87+]
八百屋,やおや,greengrocer,penjual sayur,JLPT JLPT_5 JLPT_N5,C[.TX0anRy
野菜,やさい,vegetable,sayuran,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,qVg2VfFKQ;
易しい,やさしい,"easy, plain, simple","mudah, polos, sederhana",JLPT JLPT_5 JLPT_N5,O&W|&R47Dm
安い,やすい,inexpensive; cheap (things),murah;,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,ie=X%ZqpqO
休み,やすみ,holiday; day off; absence,hari libur;,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,J*/c5_R!J=
休む,やすむ,"to rest, to have a break, to get time off","untuk beristirahat, untuk istirahat, untuk mendapatkan waktu istirahat",JLPT JLPT_5 JLPT_N5,i~a&f>8]D[
八つ,やっつ,eight things,delapan hal,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,F=`<QfuMn*
山,やま,mountain,gunung,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,FM#``XMUDZ
やる,やる,"to do; to give (to pets, parents, siblings, etc.)",untuk melakukan;,Genki Genki_Ln.21 JLPT JLPT_4 JLPT_5 JLPT_N5,"ee,Y5GOGX?"
夕方,ゆうがた,"late afternoon (typically just before dinner time), evening","sore hari (biasanya sebelum waktu makan malam), malam hari",Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,wr(&N+9Gfn
夕飯,ゆうはん,"dinner, supper, evening meal","makan malam, makan malam, makan malam",JLPT JLPT_4 JLPT_5 JLPT_N5,x@-+;z#Bdx
郵便局,ゆうびんきょく,post office,kantor Pos,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,E9^vm]j#7*
昨夜,ゆうべ,last night,tadi malam,JLPT JLPT_3 JLPT_5 JLPT_N5,h5wsUbx`&$
有名,ゆうめい,famous,terkenal,JLPT JLPT_5 JLPT_N5,cV2lu-%dm7
雪,ゆき,snow,salju,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,jr0utv~KvB
ゆっくりと,ゆっくりと,"slowly, at ease","perlahan, dengan tenang",JLPT JLPT_5 JLPT_N5,w_ef65R9#}
八日,ようか,eight days; eighth day of the month,delapan hari;,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,Fd}WQ7nZj^
洋服,ようふく,Western-style clothes,Pakaian gaya barat,JLPT JLPT_5 JLPT_N5,uv*)pIfBA|
よく,よく,"frequently, often (much); well, skillfully","sering, sering (banyak);",Genki Genki_Ln.14 Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Fz[l>+!/Hl
横,よこ,beside; side; width,di samping;,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,C?K**~xaVS
四日,よっか,four days; fourth day of the month,empat hari;,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,s(2D4IDk2]
四つ,よっつ,four things,empat hal,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,BL9b_E4!L$
呼ぶ,よぶ,to call (one's name); to invite,untuk memanggil (nama seseorang);,Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,zV4mur-%tO
読む,よむ,to read,untuk membaca,JLPT JLPT_5 JLPT_N5,G8F?CvYLz|
夜,よる,"evening, night","sore, malam",Genki Genki_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,lj*phUSR[b
弱い,よわい,weak,lemah,JLPT JLPT_5 JLPT_N5,x)3Ur1<az7
来月,らいげつ,next month,bulan depan,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O/Q*jP:8c|
来週,らいしゅう,next week,minggu depan,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,h}c~#8X!n;
来年,らいねん,next year,tahun depan,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,"mvNiHK,T4b"
ラジオ,ラジオ,radio,radio,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,wyqA~/nA@+
ラジオカセ,ラジオカセ,radio cassette player,pemutar kaset radio,JLPT JLPT_5 JLPT_N5,"eBPF6I+,&0"
りっぱ,りっぱ,"splendid, fine","bagus sekali, baiklah",JLPT JLPT_3 JLPT_5 JLPT_N5,J%`%&)W1.O
留学生,りゅうがくせい,international student,pelajar internasional,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,n89-KYTMQf
両親,りょうしん,"parents (lit., both parents)","orang tua (lit., kedua orang tua)",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,L.[<hVhM?f
料理,りょうり,cooking; cuisine,memasak;,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,G!~TK}MKdj
旅行,りょこう,"travel, trip","perjalanan, perjalanan",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,KmCEi1#qL@
零,れい,"zero, nought","nol, tidak ada",JLPT JLPT_3 JLPT_5 JLPT_N5,rc1t]Q^qI(
冷蔵庫,れいぞうこ,refrigerator,lemari es,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,j*=Z=Hk4*w
レコード,レコード,record,catatan,JLPT JLPT_5 JLPT_N5,xn:3qV.c32
レストラン,レストラン,restaurant,restoran,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,s3y4P[QtRd
練習,れんしゅう (する),(to) practice,(untuk) berlatih,JLPT JLPT_5 JLPT_N5,KaUYN0c91a
廊下,ろうか,corridor,koridor,JLPT JLPT_5 JLPT_N5,AsH$#BLZ{M
六,ろく,six,enam,JLPT JLPT_5 JLPT_N5,w>WY?cJ:VM
ワイシャツ,ワイシャツ,"shirt (lit: white shirt), business shirt","kemeja (lit: kemeja putih), kemeja bisnis",JLPT JLPT_5 JLPT_N5,x|nJIKNm*T
若い,わかい,young,muda,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,xN9[eu+8aY
分かる,わかる,to understand,untuk memahami,JLPT JLPT_5 JLPT_N5,vF3#$3|-lu
忘れる,わすれる,to forget,untuk melupakan,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,HW)xrzU[Z4
私,わたし,"I, myself",saya sendiri,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,I+Y7lySy.4
私,わたくし,"I (formal), myself, private affairs","Saya (formal), diri saya sendiri, urusan pribadi",Genki Genki_Ln.13 JLPT JLPT_2 JLPT_5 JLPT_N5,m!I5:hHt<W
渡す,わたす,to hand (something) over (v.t.); to get across,untuk menyerahkan (sesuatu) (v.t.);,Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,KvDHRUZ*r&
渡る,わたる,"to cross over, to go across","untuk menyeberang, untuk menyeberang",JLPT JLPT_5 JLPT_N5,z9kLvI4/{d
悪い,わるい,"bad, sinful; inferior","buruk, berdosa;",Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,rxV$$v%QZ;
