expression,reading,meaning,meaning_indonesia,tags,guid
中味,なかみ,"contents, interior, filling","isi, interior, isian",JLPT JLPT_2 JLPT_3,iXe{m_#VVd
眺め,ながめ,scene; view; prospect; outlook,pemandangan;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,q7BF&&<kDs
眺める,ながめる,"to view, to gaze at","untuk melihat, menatap",JLPT JLPT_2 JLPT_3,Jux]l79hU7
流れ,ながれ,"stream, current","aliran, arus",JLPT JLPT_2 JLPT_3,d.aR+yRU]C
流れる,ながれる,"to flow, to be washed away","mengalir, terhanyut",JLPT JLPT_2 JLPT_3,L(]6kjxkO5
亡くす,なくす,to lose someone,kehilangan seseorang,JLPT JLPT_2 JLPT_3,KL@%|R=4Tw
殴る,なぐる,to strike; to hit; to punch,untuk menyerang;,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,eS]UZnH]O8
無し,なし,without,tanpa,JLPT JLPT_2 JLPT_3,tUofx+jM%K
なぜなら,なぜなら,because,Karena,JLPT JLPT_2 JLPT_3,H{Gk:ou^*M
謎,なぞ,"riddle, puzzle, enigma","teka-teki, teka-teki, teka-teki",JLPT JLPT_2 JLPT_3,"NDO,I}[;_1"
納得,なっとく,"consent, assent, understanding","persetujuan, persetujuan, pengertian",JLPT JLPT_2 JLPT_3,JuwJ4CGSR`
何か,なにか,something,sesuatu,JLPT JLPT_3 JLPT_2 Genki_Ln.8 Genki,j.C?;uY)C5
なにも,なにも,nothing,Tidak ada apa-apa,JLPT JLPT_2 JLPT_3,MXWN];^p1V
鍋,なべ,"saucepan, pot","panci, panci",JLPT JLPT_2 JLPT_3,mwf<LRd<l+
生,なま,"raw, unprocessed","mentah, belum diolah",JLPT JLPT_2 JLPT_3,r*Fk8g)/r@
怠ける,なまける,"to be idle, to neglect","menjadi menganggur, mengabaikan",JLPT JLPT_2 JLPT_3,"yx?2EFwB,]"
波,なみ,wave,melambai,JLPT JLPT_2 JLPT_3,pN{_T4/c^1
涙,なみだ,tear,merobek,JLPT JLPT_2 JLPT_3,oRUb;($Ghp
悩む,なやむ,"to agonize, to be troubled","untuk menderita, menjadi bermasalah",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,bu-LsE_(B1
鳴らす,ならす,"to ring, to sound","berdering, berbunyi",JLPT JLPT_2 JLPT_3,i97JG)YBV+
為る,なる,"to change, to be of use, to reach to","untuk berubah, untuk berguna, untuk mencapai",JLPT JLPT_2 JLPT_3,bNL#{T]zX=
生る,なる,to bear fruit,untuk menghasilkan buah,JLPT JLPT_2 JLPT_3,L4foi?c6%U
馴れる,なれる,"to become domesticated, to become tame","menjadi jinak, menjadi jinak",JLPT JLPT_2 JLPT_3,ol(4_S7K{0
縄,なわ,rope,tali,JLPT JLPT_2 JLPT_3,n`oE5IcC;2
何で,なんで,"Why, What for","Mengapa, Untuk apa",JLPT JLPT_2 JLPT_3,HqNM3@mEGg
何でも,なんでも,"by all means, everything","tentu saja, semuanya",JLPT JLPT_2 JLPT_3,KLOu@z)~5u
何とか,なんとか,"somehow, anyhow, one way or another","entah bagaimana, bagaimanapun, dengan satu atau lain cara",JLPT JLPT_2 JLPT_3,PsxfE&mMV)
似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)","menyesuaikan (seseorang), mencocokkan (pakaian), (sesuatu) menjadi (seseorang)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,jtNV<xuHWD
煮える,にえる,"to boil, to cook, to be cooked","matang karena direbus; sudah masak",JLPT JLPT_2 JLPT_3,"bik,,M3:tN"
苦手,にがて,"poor (at), weak (in), dislike (of)","miskin (at), lemah (dalam), tidak suka (dari)",JLPT JLPT_2 JLPT_3,M3gYUPwtEh
握る,にぎる,"to grasp, to seize, to mold sushi","untuk menggenggam, untuk merebut, untuk membentuk sushi",JLPT JLPT_2 JLPT_3,vmSd+R!f5d
日,にち,day,hari,JLPT JLPT_2 JLPT_3,Nod.Sq)g|g
日常,にちじょう,"ordinary, regular, everyday","biasa, teratur, setiap hari",JLPT JLPT_2 JLPT_3,m=K]ZkdB>_
日光,にっこう,sunlight,sinar matahari,JLPT JLPT_2 JLPT_3,O|V6=xs6Hv
日中,にっちゅう,"daytime, broad daylight","siang hari, siang hari bolong",JLPT JLPT_2 JLPT_3,1%wJTAZoF
にっこり,にっこり,"smile sweetly, smile, grin","tersenyum manis, tersenyum, menyeringai",JLPT JLPT_2 JLPT_3,A?rMl+E(~y
日本,にっぽん,Japan,Jepang,JLPT JLPT_2 JLPT_3,xVTGJL[~Hv
日本,にほん,Japan,Jepang,JLPT JLPT_3 JLPT_2 Genki_Ln.1 Genki,"PdXU2>,+,$"
入場,にゅうじょう,"entrance, admission, entering","masuk, masuk, masuk",JLPT JLPT_2 JLPT_3,zYrH7+;Jc+
煮る,にる,"to boil, to cook","untuk merebus, untuk memasak",JLPT JLPT_2 JLPT_3,"GsAuw,hW%."
人気,にんき,popularity,kepopuleran,JLPT JLPT_2 JLPT_3,IO!K5zC:])
人間,にんげん,"human being, person","manusia, orang",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,to[4Ed0}
抜く,ぬく,"to extract, to omit, to unplug","untuk mengekstrak, menghilangkan, mencabut",JLPT JLPT_2 JLPT_3,J$S#dr#O.=
抜ける,ぬける,"to come out, to fall out, to be omitted","untuk keluar, rontok, dihilangkan",JLPT JLPT_2 JLPT_3,J{iiC<@SQ{
布,ぬの,cloth,kain,JLPT JLPT_2 JLPT_3,q$ysjT]VCx
濡らす,ぬらす,"to wet, to soak","membasahi, merendam",JLPT JLPT_2 JLPT_3,z@Vcw1=;j2
根,ね,root,akar,JLPT JLPT_2 JLPT_3,d=p6h26.c<
値,ね,"value, price, cost","nilai, harga, biaya",JLPT JLPT_2 JLPT_3,EQ[K4a8j3!
願い,ねがい,"desire, wish, request","keinginan, keinginan, permintaan",JLPT JLPT_2 JLPT_3,sUyGKFZ%Xv
願う,ねがう,"to desire, to wish, to request","menginginkan, berharap, meminta",JLPT JLPT_2 JLPT_3,2e?!QE;A1
鼠,ねずみ,"mouse, rat","tikus, tikus",JLPT JLPT_2 JLPT_3,G}*K+YvkrL
熱帯,ねったい,tropics,daerah tropis,JLPT JLPT_2 JLPT_3,kkWXGyi|&~
熱中,ねっちゅう,"enthusiasm, zeal, mania","antusiasme, semangat, mania",JLPT JLPT_2 JLPT_3,lPMoEzcLqx
年間,ねんかん,year,tahun,JLPT JLPT_2 JLPT_3,d_NdY-B:AA
年月,ねんげつ,months and years,bulan dan tahun,JLPT JLPT_2 JLPT_3,p^QZ#pHDS+
年中,ねんじゅう,"whole year, always, everyday","sepanjang tahun, selalu, setiap hari",JLPT JLPT_2 JLPT_3,E0SJPrLvM7
年代,ねんだい,"age, era, period","usia, era, periode",JLPT JLPT_2 JLPT_3,wqq!d<%$gr
年齢,ねんれい,"age, years","umur, tahun",JLPT JLPT_2 JLPT_3,"lI,ZQ1?Z/$"
野,の,field,bidang,JLPT JLPT_2 JLPT_3,y-+2`{({f&
能,のう,"being skilled in, nicely, properly","menjadi terampil dalam, baik, benar",JLPT JLPT_2 JLPT_3,m[Pt*UAu7d
農家,のうか,"farmer, farm family","petani, keluarga petani",JLPT JLPT_2 JLPT_3,v*vXrV&l.l
農業,のうぎょう,agriculture,pertanian,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,A3L<i~4B/)
農民,のうみん,"farmers, peasants","petani, petani",JLPT JLPT_2 JLPT_3,l^C||-Q@FF
能力,のうりょく,"ability, faculty","kemampuan, fakultas",JLPT JLPT_2 JLPT_3,PQ%>W3<m<u
ノー,ノー,no,TIDAK,JLPT JLPT_2 JLPT_3,A$DCH!&r|T
軒,のき,eaves,atap,JLPT JLPT_2 JLPT_3,DjCz-B0?P;
残す,のこす,"to leave (behind, over), to save, to reserve","untuk meninggalkan (di belakang, di atas), untuk menyimpan, untuk memesan",JLPT JLPT_2 JLPT_3,G9}3C/kn`n
残り,のこり,"remaining, left-over","tersisa, sisa",JLPT JLPT_2 JLPT_3,1Ev%4g:!#
乗せる,のせる,"to place on (something), to take on board","untuk menempatkan (sesuatu), untuk mengambil alih",JLPT JLPT_2 JLPT_3,P;&]8~|B5t
載せる,のせる,to place on (something); to publish,untuk menempatkan (sesuatu);,JLPT JLPT_2 JLPT_3,c~;t;&Vnza
覗く,のぞく,"to peek in, to look in","untuk mengintip ke dalam, untuk melihat ke dalam",JLPT JLPT_2 JLPT_3,Hy+I.kN0`%
除く,のぞく,"to remove, to exclude, to except","untuk menghapus, mengecualikan, kecuali",JLPT JLPT_2 JLPT_3,y<H]05[a~3
望み,のぞみ,"wish, desire, (a) hope","keinginan, keinginan, (a) harapan",JLPT JLPT_2 JLPT_3,QMT.-k$<Eb
望む,のぞむ,"to desire, to wish for; to view","menginginkan, mengharapkan;",JLPT JLPT_2 JLPT_3,"eI17,m{o4{"
後,のち,"afterwards, since then","setelah itu, sejak saat itu",JLPT JLPT_2 JLPT_3,Rbg3w%yZT]
ノック,ノック,knock; fungo (baseball),ketukan;,JLPT JLPT_2 JLPT_3,I|?mZ`76Sc
伸ばす,のばす,"to extend, to stretch, to reach out","untuk memperluas, untuk meregangkan, untuk menjangkau",JLPT JLPT_2 JLPT_3,xaB1#1Nz$
延ばす,のばす,"to extend, to stretch, to reach out","untuk memperluas, untuk meregangkan, untuk menjangkau",JLPT JLPT_2 JLPT_3,MCU^h_@4jl
伸びる,のびる,"to extend, to make progress, to grow","untuk memperluas, untuk membuat kemajuan, untuk tumbuh",JLPT JLPT_2 JLPT_3,BVa+StSI^2
延びる,のびる,to be prolonged,menjadi berkepanjangan,JLPT JLPT_2 JLPT_3,h;x99>{wy|
述べる,のべる,"to state, to express, to mention","menyatakan, mengungkapkan, menyebutkan",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,vf(j*ek(yX
上る,のぼる,"to ascend, to go up, to climb","untuk naik, untuk naik, untuk mendaki",JLPT JLPT_2 JLPT_3,n99IdD&<1l
昇る,のぼる,"to arise, to ascend, to go up","untuk bangkit, untuk naik, untuk naik",JLPT JLPT_2 JLPT_3,B@kvH2BlIF
載る,のる,"to appear (in print), to be recorded","untuk muncul (dalam cetakan), untuk direkam",JLPT JLPT_2 JLPT_3,Nibr^Gs/g<
のんびり,のんびり,"carefree, at leisure","riang, di waktu senggang",JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,lW(_0K#qr1
場,ば,"place, field (physics)","tempat, bidang (fisika)",JLPT JLPT_2 JLPT_3,GDd)tLjDFI
はあ (かん),はあ (かん),(sigh),(mendesah),JLPT JLPT_2 JLPT_3,q->2~QuZ7t
パーセント,パーセント,percent,persen,JLPT JLPT_2 JLPT_3,tRJyHS5V6y
灰,はい,ash,abu,JLPT JLPT_2 JLPT_3,yp;].asZlp
梅雨,ばいう,rainy season,musim hujan,JLPT JLPT_2 JLPT_3,PSy.Vi_[#
バイオリン,バイオリン,violin,biola,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,P0|;%A4sXQ
ハイキング,ハイキング,hiking,lintas alam,JLPT JLPT_2 JLPT_3,HcQ1$Os%x4
配達,はいたつ,"delivery, distribution","pengiriman, distribusi",JLPT JLPT_2 JLPT_3,xw:Qj132Wm
パイプ,パイプ,pipe; channels official or otherwise,pipa;,JLPT JLPT_2 JLPT_3,l4YS(}+dg9
俳優,はいゆう,"actor, actress, performer","aktor, aktris, pemain",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,fZuFXWr:[`
パイロット,パイロット,pilot,pilot,JLPT JLPT_2 JLPT_3,bJuDn%>JBm
生える,はえる,"to grow, to spring up; to cut (teeth)","untuk tumbuh, untuk muncul;",JLPT JLPT_2 JLPT_3,H`:KnzwCJZ
墓,はか,"grave, tomb","kuburan, makam",JLPT JLPT_2 JLPT_3,"wyd?,|D3$8"
馬鹿,ばか,"fool, idiot","bodoh, bodoh",JLPT JLPT_2 JLPT_3,NNq|t=8Aut
博士,はかせ,"doctorate, PhD., doctor","doktor, PhD., dokter",JLPT JLPT_2 JLPT_3,ya}G1t{rx^
計る,はかる,"to measure, to weigh, to survey","mengukur, menimbang, mensurvei",JLPT JLPT_2 JLPT_3,r=0WeQKi!d
量る,はかる,"to measure, to weigh, to survey","mengukur, menimbang, mensurvei",JLPT JLPT_2 JLPT_3,CRts&/>]cr
測る,はかる,"to measure, to weigh, to survey","mengukur, menimbang, mensurvei",JLPT JLPT_2 JLPT_3,E)0?EIUz7g
掃く,はく,"to sweep, to brush, to gather up","menyapu, menyikat, mengumpulkan",JLPT JLPT_2 JLPT_3,vSCJIFU380
吐く,はく,"to throw up, to vomit","muntah, muntah",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,wVP@*4xm(:
拍手,はくしゅ,"clapping hands, applause","bertepuk tangan, tepuk tangan",JLPT JLPT_2 JLPT_3,QlF4N)gbDJ
莫大,ばくだい,"enormous, vast","sangat besar, luas",JLPT JLPT_2 JLPT_3,E~?/H3*fy6
爆発,ばくはつ,"explosion, detonation, eruption","ledakan, detonasi, letusan",JLPT JLPT_2 JLPT_3,g9VYFn:WwV
博物館,はくぶつかん,museum,museum,JLPT JLPT_2 JLPT_3,LpU/`O$e<h
激しい,はげしい,"violent, vehement, intense","kekerasan, berapi-api, intens",JLPT JLPT_2 JLPT_3,v6}uu]rF:b
はさみ,はさみ,scissors,gunting,JLPT JLPT_2 JLPT_3,eD|fBc0re3
破産,はさん,(personal) bankruptcy,(pribadi) kebangkrutan,JLPT JLPT_2 JLPT_3,f7-bX^)CWC
端,はし,"end (e.g., of street), edge, margin","ujung (misalnya, jalan), tepi, margin",JLPT JLPT_2 JLPT_3,lap$^>s}*W
始まり,はじまり,"origin, beginning","asal, permulaan",JLPT JLPT_2 JLPT_3,I]JL:M+y+M
パス,パス,"path, pass (in games)","jalur, lulus (dalam permainan)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,hnnWC$6?3f
外す,はずす,"to unfasten, to remove","untuk membuka, untuk menghapus",JLPT JLPT_2 JLPT_3,nj2An#}L(c
パスポート,パスポート,passport,paspor,JLPT JLPT_2 JLPT_3,jjzXZ[V)~Q
外れる,はずれる,"to be disconnected, to be out (e.g., of gear)","terputus, keluar (misalnya, gigi)",JLPT JLPT_2 JLPT_3,r]URt`fp_5
旗,はた,flag,bendera,JLPT JLPT_2 JLPT_3,dNY/1a;w#%
肌,はだ,skin,kulit,JLPT JLPT_2 JLPT_3,gmj^ZD0zR@
裸,はだか,"naked, nude","telanjang, telanjang",JLPT JLPT_2 JLPT_3,O|p6i=|2+#
畑,はたけ,"field, patch","lapangan, tambalan",JLPT JLPT_2 JLPT_3,rk<p3A[!PW
働き,はたらき,"work, labor","kerja, buruh",JLPT JLPT_2 JLPT_3,G[F:Wb:]Y%
バッグ,バッグ,bag,tas,JLPT JLPT_2 JLPT_3,^7.n+J;iq
発見,はっけん,"discovery, detection, finding","penemuan, deteksi, penemuan",JLPT JLPT_2 JLPT_3,e1V)m7Fw)7
発行,はっこう,issue (publications),terbitan (publikasi),JLPT JLPT_2 JLPT_3,O3&*)a48ia
発車,はっしゃ,departure of a vehicle,keberangkatan kendaraan,JLPT JLPT_2 JLPT_3,ml<@&G38CG
発射,はっしゃ,"firing, shooting, discharge","menembak, menembak, melepaskan",JLPT JLPT_2 JLPT_3,F/fE`P6yl-
罰する,ばっする,"to punish, to penalize","untuk menghukum, untuk menghukum",JLPT JLPT_2 JLPT_3,hbPUdBho_q
発達,はったつ,"development, growth","perkembangan, pertumbuhan",JLPT JLPT_2 JLPT_3,Fi-WS4m5Vq
ばったり,ばったり,(to meet) by chance,(bertemu) secara kebetulan,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,hf@ltuFXs9
発展,はってん,"development, growth, progress","perkembangan, pertumbuhan, kemajuan",JLPT JLPT_2 JLPT_3,niC<3l*Uz&
発表,はっぴょう,announcement; publication; presentation,pengumuman;,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,q#5&i-N|DX
発明,はつめい,invention,penemuan,JLPT JLPT_2 JLPT_3,"m%u/3I%I,u"
派手,はで,"showy, flashy, gaudy","mencolok, mencolok, mencolok",JLPT JLPT_2 JLPT_3,t&Cvj}ttRu
話し合う,はなしあう,"to discuss, to talk together","untuk berdiskusi, untuk berbicara bersama",JLPT JLPT_2 JLPT_3,nVR8y%BClP
離す,はなす,"to part, to separate","untuk berpisah, untuk berpisah",JLPT JLPT_2 JLPT_3,"zQ6Rm,}F5G"
放す,はなす,"to separate, to set free","untuk memisahkan, untuk membebaskan",JLPT JLPT_2 JLPT_3,P8H2t4/rp$
離れる,はなれる,"(something, someone) separates; parts from; to be apart","(sesuatu, seseorang) memisahkan;",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.23 Genki,Gk<MF_X=YD
放れる,はなれる,"to leave, to get free, to cut oneself off","untuk pergi, untuk mendapatkan kebebasan, untuk memisahkan diri",JLPT JLPT_2 JLPT_3,pQ8K=L1K+c
羽,はね,wing,sayap,JLPT JLPT_2 JLPT_3,LCMy2UZmN
羽根,はね,feather,bulu,JLPT JLPT_2 JLPT_3,IFw6^-Jg|1
幅,はば,"width, breadth","lebar, lebar",JLPT JLPT_2 JLPT_3,yuqlNtOC6P
母親,ははおや,mother,ibu,JLPT JLPT_2 JLPT_3,gl#dQh*e=R
省く,はぶく,"to omit, to eliminate","untuk menghilangkan, untuk menghilangkan",JLPT JLPT_2 JLPT_3,hA|}BeGd!`
場面,ばめん,"scene, setting (e.g., of novel)","adegan, latar (misalnya, novel)",JLPT JLPT_2 JLPT_3,wCW&}Thr>1
流行る,はやる,"to be popular, to come into fashion","menjadi populer, menjadi mode",JLPT JLPT_2 JLPT_3,l+WfR9cGsI
腹,はら,"abdomen, belly, stomach","perut, perut, perut",JLPT JLPT_2 JLPT_3,sfZ+Z?`&!R
原,はら,"field, plain","lapangan, polos",JLPT JLPT_2 JLPT_3,c<(AEgR!*z
バランス,バランス,balance,keseimbangan,JLPT JLPT_2 JLPT_3,QVn*9^P55E
針,はり,"needle, hand (e.g., clock)","jarum, tangan (misalnya jam)",JLPT JLPT_2 JLPT_3,QA`E9TI{mo
範囲,はんい,"extent, scope, range","luas, ruang lingkup, jangkauan",JLPT JLPT_2 JLPT_3,r:1!2<WUUN
反抗,はんこう,"opposition, resistance","oposisi, perlawanan",JLPT JLPT_2 JLPT_3,"IDJ,GPHc09"
犯罪,はんざい,crime,kejahatan,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,h9%1~S`/5q
ハンサム,ハンサム,handsome,tampan,JLPT JLPT_2 JLPT_3,F8GaX2S*6r
反省,はんせい,"reflection, reconsideration, regret","refleksi, pertimbangan ulang, penyesalan",JLPT JLPT_2 JLPT_3,jl_=K>.y=r
判断,はんだん,"judgment, decision","penilaian, keputusan",JLPT JLPT_2 JLPT_3,v@gzHM&*wS
犯人,はんにん,"offender, criminal","pelaku, kriminal",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,KepmoPPwL&
販売,はんばい,"sale, selling, marketing","penjualan, penjualan, pemasaran",JLPT JLPT_2 JLPT_3,c`5qHhM#2.
灯,ひ,light,lampu,JLPT JLPT_2 JLPT_3,I||i~_;O|L
ビール,ビール,beer,bir,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,l^Yo8c$buu
被害,ひがい,damage,kerusakan,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,tAfC4<pK2g
比較,ひかく,comparison,perbandingan,JLPT JLPT_2 JLPT_3,JGY{<0z3/z
ピクニック,ピクニック,picnic,piknik,JLPT JLPT_2 JLPT_3,oc^zhI)pBK
悲劇,ひげき,tragedy,tragedi,JLPT JLPT_2 JLPT_3,EzhU5X_S}(
飛行,ひこう,"aviation, flight","penerbangan, penerbangan",JLPT JLPT_2 JLPT_3,rAR4=4~Jb^
膝,ひざ,"knee, lap","lutut, pangkuan",JLPT JLPT_2 JLPT_3,I?$>s3Mj7%
非常,ひじょう,"emergency, extraordinary, unusual","darurat, luar biasa, tidak biasa",JLPT JLPT_2 JLPT_3,jIVGL0x@qc
美人,びじん,beautiful person (woman),orang cantik (wanita),JLPT JLPT_2 JLPT_3,g|cQb(%])I
額,ひたい,"forehead, brow","dahi, alis",JLPT JLPT_2 JLPT_3,K}(BncWd~a
日付,ひづけ,"date, dating","kencan, kencan",JLPT JLPT_2 JLPT_3,jl00WKL;dH
引越し,ひっこし,"moving, changing residence","pindah, berpindah tempat tinggal",JLPT JLPT_2 JLPT_3,"rxV,INx<Hk"
必死,ひっし,"desperation, frantic, inevitable result","keputusasaan, panik, hasil yang tak terhindarkan",JLPT JLPT_2 JLPT_3,nC7R$*m=)e
ぴったり,ぴったり,"exactly, neatly, sharp","tepatnya, rapi, tajam",JLPT JLPT_2 JLPT_3,gEO0@gf40A
引っ張る,ひっぱる,"to pull, to stretch, to drag","untuk menarik, untuk meregangkan, untuk menyeret",JLPT JLPT_2 JLPT_3,FzRJSNQfTY
否定,ひてい,"negation, denial","negasi, penolakan",JLPT JLPT_2 JLPT_3,hq]bB}D.D
ビデオ,ビデオ,video tape; VCR,rekaman video;,JLPT JLPT_3 JLPT_2 Genki_Ln.3 Genki,fVfQ41zUR-
一言,ひとこと,one word,satu kata,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,cb)`=-[#ld
人込み,ひとごみ,crowd of people,kerumunan orang,JLPT JLPT_2 JLPT_3,ew])gT]]&]
等しい,ひとしい,equal,setara,JLPT JLPT_2 JLPT_3,g*T^:&)[`f
独り,ひとり,"alone, unmarried","sendirian, belum menikah",JLPT JLPT_2 JLPT_3,CIC9}ZNl+]
一人一人,ひとりひとり,"one by one, each","satu demi satu, masing-masing",JLPT JLPT_2 JLPT_3,g/LDWyd~bV
批判,ひはん,criticism,kritik,JLPT JLPT_2 JLPT_3,sSt}v%TolX
批評,ひひょう,"criticism, review, commentary","kritik, ulasan, komentar",JLPT JLPT_2 JLPT_3,nZusJ0/%}S
秘密,ひみつ,"secret, secrecy","rahasia, kerahasiaan",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,K8:/c`_D0>
微妙,びみょう,"delicate, subtle","halus, halus",JLPT JLPT_2 JLPT_3,y[W__*[UUc
紐,ひも,"string, cord","tali, tali",JLPT JLPT_2 JLPT_3,p`?=+t<[ZR
冷やす,ひやす,"to cool, to refrigerate","untuk mendinginkan, mendinginkan",JLPT JLPT_2 JLPT_3,DSr^r:qjw.
費用,ひよう,"cost, expense","biaya, biaya",JLPT JLPT_2 JLPT_3,r1KmsC-Y<P
表,ひょう,"table (e.g., Tab 1), chart, list","tabel (misalnya, Tab 1), bagan, daftar",JLPT JLPT_2 JLPT_3,C+2G67mxr#
秒,びょう,second (60th min),kedua (menit ke-60),JLPT JLPT_2 JLPT_3,yX.tO*9QI!
評価,ひょうか,"assessment, evaluation","penilaian, evaluasi",JLPT JLPT_2 JLPT_3,u;D]S#_>Xe
表現,ひょうげん,"expression, presentation","ekspresi, presentasi",JLPT JLPT_2 JLPT_3,luB++%rSgA
表情,ひょうじょう,facial expression,raut wajah,JLPT JLPT_2 JLPT_3,hyoeK91[Bh
平等,びょうどう,"equality, impartiality, evenness","kesetaraan, ketidakberpihakan, pemerataan",JLPT JLPT_2 JLPT_3,AJ(ugjSc/!
評判,ひょうばん,"fame, reputation","ketenaran, reputasi",JLPT JLPT_2 JLPT_3,wS@|p-w%.R
表面,ひょうめん,"surface, outside, face","permukaan, luar, wajah",JLPT JLPT_2 JLPT_3,u`tQMUrn$Y
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around","untuk menyebarkan (keluar), untuk memperluas, untuk meregangkan, untuk mencapai, untuk berkeliling",JLPT JLPT_2 JLPT_3,uwnemtdnp7
広げる,ひろげる,"to spread, to extend, to expand, to enlarge","untuk menyebarkan, untuk memperluas, untuk memperluas, untuk memperbesar",JLPT JLPT_2 JLPT_3,",acb]qNE)"
広める,ひろめる,"to broaden, to propagate","untuk memperluas, untuk menyebarkan",JLPT JLPT_2 JLPT_3,A(+H=R:mLS
品,ひん,"goods; taste, elegance",barang-barang;,JLPT JLPT_2 JLPT_3,G((JK!Y$Y=
瓶,びん,bottle,botol,JLPT JLPT_2 JLPT_3,s2SgOi7f``
便,びん,"way, means; flight","cara, artinya;",JLPT Genki_Ln.10 JLPT_3 JLPT_2 Genki,"hW&&,9z!hz"
ピン,ピン,pin,pin,JLPT JLPT_2 JLPT_3,w[{)#&AAgf
不,ふ,"un(~), non(~), negative prefix","un(~), non(~), awalan negatif",JLPT JLPT_2 JLPT_3,DaVjdKEUb@
不,ぶ,"un(~), non(~), negative prefix","un(~), non(~), awalan negatif",JLPT JLPT_2 JLPT_3,xWoO+hKXb|
無,ぶ,"nothing, naught, nil, zero","tidak ada, tidak ada, nihil, nol",JLPT JLPT_2 JLPT_3,"F0,T~)w`pd"
分,ぶ,"dividing, part","membagi, bagian",JLPT JLPT_2 JLPT_3,o4et&;Hn=[
不安,ふあん,"anxiety, uneasiness","kecemasan, kegelisahan",JLPT JLPT_2 JLPT_3,B.}P5XzBC<
風景,ふうけい,scenery,pemandangan,JLPT JLPT_2 JLPT_3,K|bB_b5g2q
夫婦,ふうふ,"married couple, husband and wife","pasangan suami istri, suami istri",JLPT Genki_Ln.14 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki,vE=+[H1Y=?
笛,ふえ,"flute, whistle","seruling, peluit",JLPT JLPT_2 JLPT_3,j~98+xAGu/
不可,ふか,"wrong, bad, impossible","salah, buruk, tidak mungkin",JLPT JLPT_2 JLPT_3,c4*Ann{K[p
深まる,ふかまる,to deepen,untuk memperdalam,JLPT JLPT_2 JLPT_3,nFYj_QbHY$
武器,ぶき,"weapon, arms","senjata, senjata",JLPT JLPT_2 JLPT_3,"k{:ASZ}`4,"
拭く,ふく,"to wipe, to dry","untuk menyeka, mengeringkan",JLPT JLPT_2 JLPT_3,C+1a]]!)6B
服装,ふくそう,"clothes, attire","pakaian, pakaian",JLPT JLPT_2 JLPT_3,zfH3Izi6=g
含む,ふくむ,"to contain, to include","untuk menampung, untuk memasukkan",JLPT JLPT_2 JLPT_3,qU@`!oQ_~}
含める,ふくめる,to include,untuk memasukkan,JLPT JLPT_2 JLPT_3,Lp<OS_$:v^
袋,ふくろ,"bag, sack","tas, karung",JLPT JLPT_2 JLPT_3,fF&Fkk&[N(
不幸,ふこう,"unhappiness, sorrow, misfortune","ketidakbahagiaan, kesedihan, kemalangan",JLPT JLPT_2 JLPT_3,n27gAU4MS<
節,ふし,"tune, tone, knob","nada, nada, kenop",JLPT JLPT_2 JLPT_3,meTR#p8LaO
無事,ぶじ,"safety, peace","keamanan, kedamaian",JLPT JLPT_2 JLPT_3,c|X1eKToE(
不思議,ふしぎ,"mystery, curiosity","misteri, rasa ingin tahu",JLPT JLPT_2 JLPT_3,i2aoaA[Rbt
不自由,ふじゆう,"discomfort, disability, inconvenience","ketidaknyamanan, kecacatan, ketidaknyamanan",JLPT JLPT_2 JLPT_3,OXxKs56cIo
夫人,ふじん,"wife, Mrs, madam","istri, Nyonya, Nyonya",JLPT JLPT_2 JLPT_3,"L,Jr>b/Q=,"
