expression,reading,meaning,meaning_indonesia,tags,guid
弁解,べんかい,"explanation, justification, excuse","penjelasan, pembenaran, alasan",JLPT_1 JLPT,Eu*5BbIK^d
変革,へんかく,"change, reform(the) Reformation","perubahan, reformasi(the) Reformasi",JLPT_1 JLPT,JH(PT>%qS{
返還,へんかん,"return, restoration","kembali, restorasi",JLPT_1 JLPT,F`|5A?wBp8
便宜,べんぎ,"convenience, accommodation","kenyamanan, akomodasi",JLPT_1 JLPT,uw9O+5v>m#
偏見,へんけん,"prejudice, narrow view","prasangka, pandangan sempit",JLPT_1 JLPT,H5~Io~/)~0
弁護,べんご,"defense, pleading, advocacy","pembelaan, pembelaan, advokasi",JLPT_1 JLPT,rHoP07l#m/
返済,へんさい,repayment,pembayaran kembali,JLPT_1 JLPT,G.5i-maV%u
弁償,べんしょう,"compensation, reparation, reimbursement","kompensasi, reparasi, penggantian biaya",JLPT_1 JLPT,H^-g_F:FjG
変遷,へんせん,"change, transition, vicissitudes","perubahan, transisi, perubahan",JLPT_1 JLPT,qt*X5m;y07
返答,へんとう,reply,membalas,JLPT_1 JLPT,A+kZ]*6U1q
変動,へんどう,"change, fluctuation","perubahan, fluktuasi",JLPT_1 JLPT,"giBey3?e,4"
弁論,べんろん,"discussion, debate, argument","diskusi, debat, argumentasi",JLPT_1 JLPT,A=n2+Ps#LJ
穂,ほ,"ear (of plant), head (of plant)","telinga (tanaman), kepala (tanaman)",JLPT_1 JLPT,c0##(*ojkQ
保育,ほいく,"nursing, nurturing, rearing","merawat, mengasuh, membesarkan",JLPT_1 JLPT,i3iCkIhG8y
ボイコット,ボイコット,boycott,memboikot,JLPT_1 JLPT,mR[e%~Ga7o
ポイント,ポイント,point,titik,JLPT_1 JLPT,J#f7z)[.2}
法案,ほうあん,bill (law),RUU (hukum),JLPT_1 JLPT,G67]H`pE*(
防衛,ぼうえい,"defense, protection, self-defense","pertahanan, perlindungan, pertahanan diri",JLPT_1 JLPT,D~[_4zhU{o
防火,ぼうか,"fire prevention, fire fighting, fire proof","pencegahan kebakaran, pemadaman kebakaran, tahan api",JLPT_1 JLPT,nk53s<H-ud
崩壊,ほうかい,"collapse, decay (physics), crumbling","runtuh, membusuk (fisika), runtuh",JLPT_1 JLPT,"jGI8,H>%=u"
妨害,ぼうがい,"disturbance, obstruction, interference","gangguan, halangan, gangguan",JLPT_1 JLPT,k0?pSKRG!b
法学,ほうがく,"law, jurisprudence","hukum, yurisprudensi",JLPT_1 JLPT,Mp|Wasr2Aa
封建,ほうけん,feudalistic,feodalistik,JLPT_1 JLPT,I3}@<tlawU
豊作,ほうさく,"abundant harvest, bumper crop","panen berlimpah, panen melimpah",JLPT_1 JLPT,DcQa/!NBRf
方策,ほうさく,"plan, policy","rencana, kebijakan",JLPT_1 JLPT,jAYb5%jhb
奉仕,ほうし,"attendance, service","kehadiran, layanan",JLPT_1 JLPT,jl!5Ew9{A&
方式,ほうしき,"form, method, system","bentuk, metode, sistem",JLPT_1 JLPT,JK5hiz`$ai
放射,ほうしゃ,"radiation, emission","radiasi, emisi",JLPT_1 JLPT,s&NZ<R!wMX
放射能,ほうしゃのう,radioactivity,radioaktivitas,JLPT_1 JLPT,gGVwqx%~R]
報酬,ほうしゅう,"remuneration, recompense, reward","imbalan, imbalan, imbalan",JLPT_1 JLPT,f3~#Hf{b;R
放出,ほうしゅつ,"release, emit","lepaskan, keluarkan",JLPT_1 JLPT,sh*BL^`)[I
報じる,ほうじる,"to inform, to report","untuk menginformasikan, untuk melaporkan",JLPT_1 JLPT,JFEJ]`)bZ8
報ずる,ほうずる,"to inform, to report","untuk menginformasikan, untuk melaporkan",JLPT_1 JLPT,"KRvk3^-|,F"
紡績,ぼうせき,spinning,pemintalan,JLPT_1 JLPT,c(WbBZ;AX4
呆然,ぼうぜん,"dumbfounded, overcome with surprise","tercengang, diliputi keterkejutan",JLPT_1 JLPT,"D,29%Cq6kO"
放置,ほうち,"leave as is, leave alone, neglect","biarkan apa adanya, biarkan saja, abaikan",JLPT_1 JLPT,v(CYy#&;?A
膨張,ぼうちょう,"expansion, swelling, increase","ekspansi, pembengkakan, peningkatan",JLPT_1 JLPT,yrEhMT2lD[
法廷,ほうてい,courtroom,ruang sidang,JLPT_1 JLPT,DT=sfW*:r&
報道,ほうどう,"coverage, report","liputan, laporkan",JLPT_1 JLPT,c6C5#ID_tl
冒頭,ぼうとう,"beginning, start, outset","permulaan, permulaan, permulaan",JLPT_1 JLPT,j#7sz+T+0t
暴動,ぼうどう,"insurrection, riot, uprising","pemberontakan, kerusuhan, pemberontakan",JLPT_1 JLPT,z>Vj=5Gt8G
褒美,ほうび,"reward, prize","hadiah, hadiah",JLPT_1 JLPT,p$ZOw#.2V@
暴風,ぼうふう,"storm, windstorm, gale","badai, angin topan, angin kencang",JLPT_1 JLPT,G7m5?HCHEG
葬る,ほうむる,"to bury, to entomb","untuk mengubur, untuk menguburkan",JLPT_1 JLPT,o:m}t1oj2f
放り込む,ほうりこむ,to throw into,untuk melemparkan ke dalam,JLPT_1 JLPT,eWW}rHT.ef
放り出す,ほうりだす,"to throw out, to give up, to abandon","membuang, menyerah, meninggalkan",JLPT_1 JLPT,x@6@j{vH4g
暴力,ぼうりょく,violence,kekerasan,JLPT_1 JLPT,"bBwqHP,dIr"
飽和,ほうわ,saturation,kejenuhan,JLPT_1 JLPT,e-F){8|6>q
ホース,ホース,hose,selang,JLPT_1 JLPT,mR5}X@MWM{
ポーズ,ポーズ,pause,berhenti sebentar,JLPT_1 JLPT,o2eqJ-PY$U
ホール,ホール,hall; hole,aula;,JLPT_1 JLPT,g=V#H+1mJd
保温,ほおん,"retaining warmth, keeping heat in, heat insulation","mempertahankan kehangatan, menjaga panas, insulasi panas",JLPT_1 JLPT,caxU`1c?H}
捕獲,ほかく,"capture, seizure","penangkapan, penyitaan",JLPT_1 JLPT,b>64#LmJ&_
保管,ほかん,"custody, safekeeping, storage","penitipan, penitipan, penyimpanan",JLPT_1 JLPT,dQ*M>yKiW}
補給,ほきゅう,"supply, supplying, replenishment","penyediaan, penyediaan, penambahan",JLPT_1 JLPT,Dc(.H5{&b@
補強,ほきょう,reinforcement,bantuan,JLPT_1 JLPT,J3$|<dn.re
募金,ぼきん,"fund-raising, collection of funds","penggalangan dana, pengumpulan dana",JLPT_1 JLPT,h)Vl=R>l^q
牧師,ぼくし,"pastor, minister, clergyman","pendeta, pendeta, pendeta",JLPT_1 JLPT,pz`YHSooKr
捕鯨,ほげい,whaling,penangkapan ikan paus,JLPT_1 JLPT,x$O*osSX;x
惚ける,ぼける,"to grow senile, to fade","menjadi pikun, memudar",JLPT_1 JLPT,q*FJd;okG=
保険,ほけん,"insurance, guarantee","asuransi, jaminan",JLPT_1 JLPT,Bet5?24idk
母校,ぼこう,alma mater,almamater,JLPT_1 JLPT,qX^1y@?`G[
母国,ぼこく,one's home country (same as 自分の国 (じぶんのくに)),negara asal seseorang (sama dengan 自分の国 (じぶんのくに)),JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,bSW6]:G@H?
誇る,ほこる,"to boast of, to be proud of","untuk dibanggakan, untuk dibanggakan",JLPT_1 JLPT,M-#?~#CKEe
綻びる,ほころびる,"to come apart at the seams, to smile broadly","untuk melepaskan diri, untuk tersenyum lebar",JLPT_1 JLPT,IzpFoG;o+q
干し～,ほし～,dried ~,kering ~,JLPT_1 JLPT,is?TC|:$uN
ポジション,ポジション,position,posisi,JLPT_1 JLPT,PnsJ9Y`/xy
干し物,ほしもの,dried washing (clothes,cucian kering (pakaian,JLPT_1 JLPT,fiEpVY&=zT
保守,ほしゅ,"conservative, maintaining","konservatif, mempertahankan",JLPT_1 JLPT,HeA:gQu%kE
補充,ほじゅう,"supplementation, replenishment, replenishing","suplementasi, pengisian ulang, pengisian ulang",JLPT_1 JLPT,ovQ+M7ILU)
補助,ほじょ,"assistance, support, auxiliary","bantuan, dukungan, tambahan",JLPT_1 JLPT,m?5D3_JP+}
舗装,ほそう,"pavement, road surface","trotoar, permukaan jalan",JLPT_1 JLPT,glr.;x9$x0
補足,ほそく,"supplement, complement","pelengkap, pelengkap",JLPT_1 JLPT,inE4~;vRlL
墓地,ぼち,"cemetery, graveyard","kuburan, kuburan",JLPT_1 JLPT,nNMpx>zT&}
発作,ほっさ,"fit, attack","cocok, serang",JLPT_1 JLPT,J-l0g]=x_p
没収,ぼっしゅう,forfeited,hangus,JLPT_1 JLPT,FTZs|u+c%T
発足,ほっそく,"starting, inauguration","permulaan, peresmian",JLPT_1 JLPT,zOAVt?|e(1
ポット,ポット,pot,pot,JLPT_1 JLPT,eLxlfyvQa!
ほっぺた,ほっぺた,cheek,pipi,JLPT_1 JLPT,Jt@~gSztWD
ぼつぼつ,ぼつぼつ,"gradually, here and there, spots","bertahap, di sana-sini, bercak",JLPT_1 JLPT,jz~OVH6f~Q
没落,ぼつらく,"ruin, fall, collapse","kehancuran, jatuh, runtuh",JLPT_1 JLPT,qo9QqJE?e^
解ける,ほどける,"to come untied, to come apart","untuk melepaskan ikatan, untuk melepaskan diri",JLPT_1 JLPT,DA{v}3+Lp$
施す,ほどこす,"to give, to conduct, to perform","memberi, melakukan, melakukan",JLPT_1 JLPT,gYMa.e[yq>
ほとり,ほとり,vicinity of lake; river,sekitar danau;,JLPT_1 JLPT,h5B>a}=Y4~
ぼやく,ぼやく,"to grumble, to complain","menggerutu, mengeluh",JLPT_1 JLPT,DOH?PxBsC~
ぼやける,ぼやける,"to become dim, to become blurred","menjadi redup, menjadi kabur",JLPT_1 JLPT,"rB,1PHpB=G"
保養,ほよう,"health preservation, recuperation, recreation","pemeliharaan kesehatan, pemulihan, rekreasi",JLPT_1 JLPT,Q#{ir6[3o?
捕虜,ほりょ,prisoner of war,tawanan perang,JLPT_1 JLPT,qxd6jwjQC6
ボルト,ボルト,volt; bolt,volt;,JLPT_1 JLPT,FZLDQ~YD+C
滅びる,ほろびる,"to be ruined, to perish, to be destroyed","untuk dihancurkan, untuk binasa, untuk dihancurkan",JLPT_1 JLPT,"O_YU5EzmO,"
滅ぼす,ほろぼす,"to destroy, to overthrow, to ruin","untuk menghancurkan, untuk menggulingkan, untuk menghancurkan",JLPT_1 JLPT,eOA1)SbQq#
本格,ほんかく,"propriety, full-scale","kepatutan, skala penuh",JLPT_1 JLPT,DzD$oDSZg.
本館,ほんかん,main building,bangunan utama,JLPT_1 JLPT,rO)PGxv/$V
本気,ほんき,"seriousness, truth, sanctity","keseriusan, kebenaran, kesucian",JLPT_1 JLPT,m?pL_oxeK4
本国,ほんごく,one's own country,negaranya sendiri,JLPT_1 JLPT,HviGkp(Y>O
本質,ほんしつ,"essence, true nature, reality","esensi, sifat sejati, realitas",JLPT_1 JLPT,HQcPpLF4DH
本体,ほんたい,"substance, body, trunk","zat, tubuh, batang",JLPT_1 JLPT,"f]jl3TlH~,"
本音,ほんね,"(one's) real intention, motive","niat sebenarnya (seseorang), motif",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,Li:D?QHH;~
本能,ほんのう,instinct,naluri,JLPT_1 JLPT,LYsP`F`>Yc
本場,ほんば,"home, best place, genuine","rumah, tempat terbaik, asli",JLPT_1 JLPT,L1wT%E>`J`
ポンプ,ポンプ,pump,pompa,JLPT_1 JLPT,iq>r8*xxvq
本文,ほんぶん,"text (of document), body (of letter)","teks (dokumen), badan (surat)",JLPT_1 JLPT,OPcHo]s_IF
本名,ほんみょう,real name,nama asli,JLPT_1 JLPT,tgSVI-BSzp
マーク,マーク,mark,tanda,JLPT_1 JLPT,xSmh(Hx|6s
マイ～,マイ～,"my ~, one's own ~","milikku ~, milikku sendiri ~",JLPT_1 JLPT,M3C.y[*%DG
マイクロフォン,マイクロフォン,microphone,mikropon,JLPT_1 JLPT,"O(^,e1PC5c"
埋蔵,まいぞう,"buried property, treasure trove","properti terkubur, harta karun",JLPT_1 JLPT,x=IBNay?qY
舞う,まう,"to dance, to flutter about, to revolve","menari, berkibar, berputar",JLPT_1 JLPT,E~)$*yPg`;
真上,まうえ,"just above, right overhead","tepat di atas, tepat di atas",JLPT_1 JLPT,d)IsOG^B=)
前売,まえうり,"advance sale, booking","penjualan di muka, pemesanan",JLPT_1 JLPT,bq0PjYAHh(
前置き,まえおき,"preface, introduction","kata pengantar, pendahuluan",JLPT_1 JLPT,w66ywP/&&4
任す,まかす,"to entrust, to leave to a person","untuk mempercayakan, menyerahkan kepada seseorang",JLPT_1 JLPT,p:ILhp([Gw
負かす,まかす,to defeat,untuk mengalahkan,JLPT_1 JLPT,qi|Hx;t;6u
賄う,まかなう,"to give board to, to provide meals, to pay","untuk memberi makan, untuk menyediakan makanan, untuk membayar",JLPT_1 JLPT,z7=~3@j0#5
紛らわしい,まぎらわしい,"confusing, misleading, ambiguous","membingungkan, menyesatkan, ambigu",JLPT_1 JLPT,"h,2f1PppwU"
紛れる,まぎれる,"to be diverted, to slip into","untuk dialihkan, untuk menyelinap ke dalam",JLPT_1 JLPT,d#WX3KXSxZ
真心,まごころ,"sincerity, devotion","ketulusan, pengabdian",JLPT_1 JLPT,D6e()w&]x>
まごつく,まごつく,"to be confused, to be flustered","menjadi bingung, menjadi bingung",JLPT_1 JLPT,f/~oJkW$x!
誠,まこと,"truth, faith, fidelity","kebenaran, iman, kesetiaan",JLPT_1 JLPT,t$vv<u=?i:
誠に,まことに,"indeed, really (very polite), absolutely","memang, sungguh (sangat sopan), tentu saja",JLPT_1 JLPT Genki_Ln.20 Genki,P/8R*Tv!+F
まさしく,まさしく,"surely, no doubt, evidently","tentu saja, tidak diragukan lagi, jelas",JLPT_1 JLPT,zuz5Xe$DuA
勝る,まさる,"to excel, to surpass, to out-rival","untuk unggul, melampaui, mengungguli saingan",JLPT_1 JLPT,t<|1#xSX&T
～増し,～まし,~increase,~ meningkat,JLPT_1 JLPT,z5+QCF_t-U
交える,まじえる,"to mix, to converse with, to cross (swords)","untuk bergaul, untuk berbicara dengan, untuk menyeberang (pedang)",JLPT_1 JLPT,B~3MEZXI+!
真下,ました,"right under, directly below","tepat di bawah, tepat di bawah",JLPT_1 JLPT,Iz;A7a]fD~
まして,まして,"still more, still less (with neg. verb), to say nothing of","masih lebih, masih kurang (dengan kata kerja neg.), belum lagi",JLPT_1 JLPT,PY/0T[blt;
交わる,まじわる,"to cross, to intersect, to mingle with,","untuk menyeberang, untuk berpotongan, untuk berbaur dengan,",JLPT_1 JLPT,mS|?u$Z<><
麻酔,ますい,anesthesia,anestesi,JLPT_1 JLPT,"mw>M%F[]D,"
またがる (うまを～),またがる (うまを～),to straddle,untuk mengangkang,JLPT_1 JLPT,uN3HnTL61M
待ち合わせ,まちあわせ,appointment,janji temu,JLPT_1 JLPT,IyY!Ll1/sj
待ち遠しい,まちどおしい,looking forward to,menantikannya,JLPT_1 JLPT,w+0{4=a9>3
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for","untuk mencari dengan cemas, menunggu dengan penuh semangat",JLPT_1 JLPT,CwJO9mIIMV
まちまち,まちまち,"various, different","beragam, berbeda",JLPT_1 JLPT,Ddw`;bcVVc
末期,まっき,"deathbed, hour of death","ranjang kematian, jam kematian",JLPT_1 JLPT,GQt+3/1&iv
真っ二つ,まっぷたつ,in two equal parts,dalam dua bagian yang sama,JLPT_1 JLPT,rhE|8rVnO$
まと,まと,"mark, target","tandai, sasaran",JLPT_1 JLPT,Q*)wm/p9we
纏まり,まとまり,"conclusion, settlement, consistency","kesimpulan, penyelesaian, konsistensi",JLPT_1 JLPT,"z55#c:D.,?"
纏め,まとめ,"settlement, conclusion","penyelesaian, kesimpulan",JLPT_1 JLPT,oa&iF{vs})
免れる,まぬがれる,"to escape from, to be exempted","untuk melarikan diri dari, untuk dikecualikan",JLPT_1 JLPT,s%K15EwNfz
招き,まねき,invitation,undangan,JLPT_1 JLPT,yU~T`=>LDi
瞬き,まばたき,"wink, twinkling (of stars), flicker (of light)","mengedipkan mata, berkelap-kelip (bintang), berkedip (cahaya)",JLPT_1 JLPT,P9XKDg!![C
麻痺,まひ,"paralysis, palsy, numbness","kelumpuhan, kelumpuhan, mati rasa",JLPT_1 JLPT,"E,_FTp$2/<"
～まみれ,～まみれ,"covered with (by, in) ~","ditutupi dengan (oleh, di) ~",JLPT_1 JLPT,"sqX,LlH3-A"
眉,まゆ,eyebrow,alis,JLPT_1 JLPT,s]w/H=It~C
鞠,まり,ball,bola,JLPT_1 JLPT,L0Js7PDQey
丸ごと,まるごと,"in its entirety, whole, wholly","secara keseluruhan, keseluruhan, seluruhnya",JLPT_1 JLPT,oAOL{@?a=y
まるっきり,まるっきり,"completely, perfectly, just as if","sepenuhnya, sempurna, seolah-olah",JLPT_1 JLPT,roz]qfa`JS
丸々,まるまる,completely,sama sekali,JLPT_1 JLPT,eV$3aB(/)x
丸める,まるめる,"to make round, to round off, to roll up","untuk membuat putaran, untuk membulatkan, untuk menggulung",JLPT_1 JLPT,Nd=%r[H=>c
満月,まんげつ,full moon,bulan purnama,JLPT_1 JLPT,dZR3ROGpT$
満場,まんじょう,"unanimous, whole audience","dengan suara bulat, seluruh penonton",JLPT_1 JLPT,ffiOG%*5K_
真ん前,まんまえ,"right in front, under the nose","tepat di depan, di bawah hidung",JLPT_1 JLPT,B[GBnZiI4Z
真ん丸い,まんまるい,perfectly circular,melingkar sempurna,JLPT_1 JLPT,F)+$.BY>]K
真ん円い,まんまるい,perfectly round,bulat sempurna,JLPT_1 JLPT,l73GW43&1I
～味,～み,~ cast (sense of taste),~ pemeran (indra perasa),JLPT_1 JLPT,JZMc!Ve6^U
見合い,みあい,formal marriage interview,wawancara pernikahan formal,JLPT_1 JLPT,dP:cnU(>Lf
見合わせる,みあわせる,to exchange glances; to postpone,untuk bertukar pandang;,JLPT_1 JLPT,o0gE$9N?58
見落とす,みおとす,"to overlook, to fail to notice","untuk mengabaikan, gagal untuk memperhatikan",JLPT_1 JLPT,pxrQq~WN~>
未開,みかい,"savage land, backward region, uncivilized","tanahnya buas, daerahnya terbelakang, tidak beradab",JLPT_1 JLPT,A5z6h|*?{|
味覚,みかく,"taste, palate, sense of taste","rasa, langit-langit, indra perasa",JLPT_1 JLPT,lw?sswB?B?
幹,みき,(tree) trunk,batang (pohon).,JLPT_1 JLPT,l4N|@LrpFp
見苦しい,みぐるしい,"unsightly, ugly","tidak sedap dipandang, jelek",JLPT_1 JLPT,"zoS)q7/,pA"
見込み,みこみ,"prospects, expectation, hope","prospek, harapan, harapan",JLPT_1 JLPT,AJ2+ju9lav
未婚,みこん,unmarried,belum menikah,JLPT_1 JLPT,y~*KiMDApr
未熟,みじゅく,"inexperience, unskilled, immature","kurang pengalaman, tidak terampil, belum dewasa",JLPT_1 JLPT,Mm``I-uL4c
微塵,みじん,"particle, atom","partikel, atom",JLPT_1 JLPT,xr|L`N8dB@
水気,みずけ,"moisture, dampness","kelembapan, kelembapan",JLPT_1 JLPT,"AAG,tXSTs&"
ミスプリント,ミスプリント,misprint,salah cetak,JLPT_1 JLPT,MN~t-y(9f/
みすぼらしい,みすぼらしい,"shabby, seedy","kumuh, kumuh",JLPT_1 JLPT,zZ?|#(.Ue2
ミセス,ミセス,Mrs.,Nyonya.,JLPT_1 JLPT,FN(%bDaCYE
見せびらかす,みせびらかす,"to show off, to flaunt","untuk pamer, untuk memamerkan",JLPT_1 JLPT,vp0up+%&~4
見せ物,みせもの,"show, exhibition","pertunjukan, pameran",JLPT_1 JLPT,Cc24XA|;u.
溝,みぞ,"ditch, drain, gutter, gap","parit, saluran pembuangan, selokan, celah",JLPT_1 JLPT,"k,R(3N{_j9"
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill","untuk memuaskan, untuk mengambil hati, untuk mengisi, untuk memenuhi",JLPT_1 JLPT,B44j~=|$C}
乱す,みだす,"to throw out of order, to disarrange, to disturb","untuk membuang keluar dari ketertiban, untuk mengacaukan, mengganggu",JLPT_1 JLPT,C%T3isV/48
乱れる,みだれる,"to get confused, to be disordered, to be disturbed","menjadi bingung, menjadi tidak teratur, menjadi terganggu",JLPT_1 JLPT,KLJg{.X@t^
未知,みち,not yet known,belum diketahui,JLPT_1 JLPT,LJ513rxoTO
身近,みぢか,"near oneself, close to one, familiar","dekat dengan diri sendiri, dekat dengan seseorang, akrab",JLPT_1 JLPT,bkRa/9L=lh
導く,みちびく,"to be guided, to be shown","untuk dibimbing, untuk ditunjukkan",JLPT_1 JLPT,"A,UwJ4E[I_"
密集,みっしゅう,"crowd, close formation, dense","kerumunan, formasi rapat, padat",JLPT_1 JLPT,iiclZ|l}Fq
密接,みっせつ,"connected, close, intimate","terhubung, dekat, intim",JLPT_1 JLPT,o{R4~BmT^x
密度,みつど,density,kepadatan,JLPT_1 JLPT,t`MF+}P~d:
見積もり,みつもり,"estimation, quotation","estimasi, kutipan",JLPT_1 JLPT,KD?@iY>SQH
未定,みてい,"not yet fixed, undecided, pending","belum tetap, belum diputuskan, tertunda",JLPT_1 JLPT,Q}7[YRL|?=
見通し,みとおし,"perspective, unobstructed view, prospect","perspektif, pandangan tanpa halangan, prospek",JLPT_1 JLPT,hHCL?CdIG]
見なす,みなす,"to consider as, to regard","untuk mempertimbangkan sebagai, untuk menganggap",JLPT_1 JLPT,E8w4wKW7Y]
源,みなもと,"source, origin","sumber, asal",JLPT_1 JLPT,zO=gu0Zqs*
見習う,みならう,to follow another's example,untuk mengikuti teladan orang lain,JLPT_1 JLPT,p&yDgKca2!
身なり,みなり,personal appearance,penampilan pribadi,JLPT_1 JLPT,s|<m`9tUtv
峰,みね,"peak, ridge","puncak, punggung bukit",JLPT_1 JLPT,wx-mVJq6fi
身の上,みのうえ,"one's future, one's welfare, one's personal history","masa depan seseorang, kesejahteraannya, sejarah pribadinya",JLPT_1 JLPT,j-p$+}.^ac
見逃す,みのがす,"to miss, to overlook, to leave at large","untuk dilewatkan, untuk diabaikan, untuk dibiarkan bebas",JLPT_1 JLPT,IsG@e1nb*B
身の回り,みのまわり,"one's personal appearance, personal belongings","penampilan pribadi seseorang, barang-barang pribadi",JLPT_1 JLPT,"[(&,B0kXN"
見計らう,みはからう,to choose at one's own discretion,untuk memilih atas kebijaksanaannya sendiri,JLPT_1 JLPT,"z8AN&Zq,!-"
見晴らし,みはらし,view,melihat,JLPT_1 JLPT,h3a00LHX8h
身振り,みぶり,gesture,sikap,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,Lm.Fj=%/7a
脈,みゃく,pulse,detak,JLPT_1 JLPT,C|`|>zxQM+
ミュージック,ミュージック,music,musik,JLPT_1 JLPT,t9mG6QGvsw
未練,みれん,"lingering affection, attachment, regret(s)","kasih sayang yang tersisa, keterikatan, penyesalan",JLPT_1 JLPT,B=cwZ~017_
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of","untuk melihat ke luar, untuk mensurvei (adegan), untuk melihat secara luas",JLPT_1 JLPT,x&]mO6(]ee
民宿,みんしゅく,private house providing lodging and meals to tourists,rumah pribadi yang menyediakan penginapan dan makanan untuk wisatawan,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,yy/1y<3;Yk
民族,みんぞく,"people, race","orang, ras",JLPT_1 JLPT,p>p/|sT6Jg
民俗,みんぞく,folk customs,adat istiadat rakyat,JLPT_1 JLPT,M(tc2N/}z{
無意味,むいみ,"nonsense, no meaning","omong kosong, tidak ada artinya",JLPT_1 JLPT,B9C6%m[4lF
ムード,ムード,mood,suasana hati,JLPT_1 JLPT,JZzdb{.Zc^
無口,むくち,reticence,sikap diam,JLPT_1 JLPT,z:Ts^0TQ4#
婿,むこ,son-in-law,menantu laki-laki,JLPT_1 JLPT,bX1GlIQN8L
無効,むこう,"invalid, no effect, unavailable","tidak valid, tidak berpengaruh, tidak tersedia",JLPT_1 JLPT,EqE:ixA-k+
無言,むごん,silence,kesunyian,JLPT_1 JLPT,fZ{o?TF{7B
無邪気,むじゃき,"innocence, simple-mindedness","kepolosan, pikiran sederhana",JLPT_1 JLPT,L)xB!4E<k?
むしる,むしる,"to pluck, to pick, to tear","memetik, memetik, merobek",JLPT_1 JLPT,.d8S>K-=k
結び,むすび,"ending, conclusion, union","akhir, kesimpulan, penyatuan",JLPT_1 JLPT,d{_<>*~x%J
結び付き,むすびつき,"connection, relation","koneksi, hubungan",JLPT_1 JLPT,"O3KGVopE,2"
結び付く,むすびつく,"to be connected or related, to join together","untuk terhubung atau terkait, untuk bergabung bersama",JLPT_1 JLPT,EMFAQ1Kh)m
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot","untuk menggabungkan, untuk bergabung, untuk mengikat, untuk melampirkan dengan simpul",JLPT_1 JLPT,fRB2/x*X`A
無線,むせん,"wireless, radio","nirkabel, radio",JLPT_1 JLPT,y?)Jdm`O>c
無駄遣い,むだづかい,"waste money on, squander money on","buang-buang uang, buang-buang uang",JLPT_1 JLPT Genki_Ln.22 Genki,"O?A,`d=isH"
無断,むだん,"without permission, without notice","tanpa izin, tanpa pemberitahuan",JLPT_1 JLPT,I$Ua7qpQZH
無知,むち,ignorance,ketidaktahuan,JLPT_1 JLPT,g+^m*mx.<r
無茶,むちゃ,"absurd, unreasonable","tidak masuk akal, tidak masuk akal",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,AEYrHxjg#f
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable","bingung, campur aduk, campur aduk, tidak masuk akal",JLPT_1 JLPT,KCqc4.UxPr
空しい,むなしい,"vacant, futile, vain","kosong, sia-sia, sia-sia",JLPT_1 JLPT,P|:1(IV_+~
無念,むねん,"chagrin, regret","kecewa, penyesalan",JLPT_1 JLPT,b;piP^Vw+j
無能,むのう,"inefficiency, incompetence","inefisiensi, ketidakmampuan",JLPT_1 JLPT,izu(:0$`9@
無闇に,むやみに,"unreasonably, absurdly, at random","tidak masuk akal, tidak masuk akal, secara acak",JLPT_1 JLPT,N)&c#LP7Bq
無用,むよう,"useless, needlessness, unnecessariness","tidak berguna, tidak perlu, tidak perlu",JLPT_1 JLPT,"Oc`U#P0i,-"
斑,むら,"unevenness, inconsistency, irregularity","ketidakrataan, inkonsistensi, ketidakteraturan",JLPT_1 JLPT,ejP4z=)m?O
群がる,むらがる,"to swarm, to gather","berkerumun, berkumpul",JLPT_1 JLPT,vyc%)s7Efv
無論,むろん,"of course, naturally",tentu saja secara alami,JLPT_1 JLPT,I(9V_xrT80
名産,めいさん,noted product,produk yang dicatat,JLPT_1 JLPT,KN>?5r|..h
名称,めいしょう,name,nama,JLPT_1 JLPT,P!9gSFK*GV
命中,めいちゅう,a hit,sebuah pukulan,JLPT_1 JLPT,Qq0/BP{lJ:
明白,めいはく,"obvious, clear","jelas, jelas",JLPT_1 JLPT,g|K4[<><hX
名簿,めいぼ,register of names,daftar nama,JLPT_1 JLPT,xkhYhi]K-$
名誉,めいよ,"honor, credit, prestige","kehormatan, kredit, prestise",JLPT_1 JLPT,PiLIi1%_ER
明瞭,めいりょう,clarity,kejelasan,JLPT_1 JLPT,"s[dks,f=+A"
明朗,めいろう,"bright, clear, cheerful","cerah, jernih, ceria",JLPT_1 JLPT,Kzdx<dR.%]
メーカー,メーカー,manufacturer,pabrikan,JLPT_1 JLPT,r)Eust:VuL
目方,めかた,weight,berat,JLPT_1 JLPT,"unS}*nsB,_"
恵み,めぐみ,blessing,anugerah,JLPT_1 JLPT,gdikXkV`X<
恵む,めぐむ,"to bless, to show mercy to","untuk memberkati, untuk menunjukkan belas kasihan",JLPT_1 JLPT,u_D+Zdxyy/
目覚しい,めざましい,"brilliant, remarkable","brilian, luar biasa",JLPT_1 JLPT,"z8UKuy,l`d"
